used,year,doy,sod,time,ref_clock,n_isb,n_unknowns,x_m,y_m,z_m,clock_m,gps_isb_m,gal_isb_m,glo_isb_m,geo_isb_m,bds_isb_m,qzss_isb_m,irnss_isb_m
1,2015,006,49915.00,13:51:55.00,GPS,0,4,4637947.5010,121208.0910,4362372.5143,2522260.8298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49920.00,13:52:00.00,GPS,0,4,4637948.1084,121208.1259,4362372.8845,2522261.2811,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49925.00,13:52:05.00,GPS,0,4,4637948.3572,121208.2285,4362372.3155,2522261.2329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49930.00,13:52:10.00,GPS,0,4,4637947.6921,121208.3567,4362372.2822,2522260.6545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49935.00,13:52:15.00,GPS,0,4,4637947.7909,121208.4053,4362372.6424,2522261.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49940.00,13:52:20.00,GPS,0,4,4637947.1529,121208.3109,4362371.7839,2522260.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49945.00,13:52:25.00,GPS,0,4,4637947.4770,121208.4470,4362372.7522,2522260.7956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49950.00,13:52:30.00,GPS,0,4,4637948.2212,121208.2702,4362373.2539,2522261.4534,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49955.00,13:52:35.00,GPS,0,4,4637948.4071,121208.0638,4362373.0426,2522261.3879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49960.00,13:52:40.00,GPS,0,4,4637948.2508,121208.1770,4362373.0285,2522261.4603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49965.00,13:52:45.00,GPS,0,4,4637948.3089,121207.8108,4362373.0403,2522261.2930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49970.00,13:52:50.00,GPS,0,4,4637949.0441,121208.0857,4362373.4355,2522261.9947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49975.00,13:52:55.00,GPS,0,4,4637948.1454,121208.4430,4362372.4120,2522261.1769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49980.00,13:53:00.00,GPS,0,4,4637948.9717,121208.1033,4362373.5919,2522262.0489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49985.00,13:53:05.00,GPS,0,4,4637948.5256,121207.5967,4362372.7707,2522261.4987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49990.00,13:53:10.00,GPS,0,4,4637948.0656,121208.2245,4362373.5176,2522261.5424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,49995.00,13:53:15.00,GPS,0,4,4637947.5079,121208.2310,4362372.7200,2522260.9652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50000.00,13:53:20.00,GPS,0,4,4637947.5304,121208.1744,4362372.8645,2522261.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50005.00,13:53:25.00,GPS,0,4,4637948.1700,121207.8256,4362372.8818,2522261.3630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50010.00,13:53:30.00,GPS,0,4,4637947.8616,121208.2279,4362373.4338,2522261.2193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50015.00,13:53:35.00,GPS,0,4,4637947.8471,121208.7243,4362373.0065,2522260.8630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50020.00,13:53:40.00,GPS,0,4,4637947.2462,121208.6126,4362372.6411,2522260.4124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50025.00,13:53:45.00,GPS,0,4,4637948.1392,121208.1829,4362373.3574,2522261.2019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50030.00,13:53:50.00,GPS,0,4,4637947.4562,121208.4681,4362372.8444,2522260.6080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50035.00,13:53:55.00,GPS,0,4,4637947.5400,121208.3554,4362373.2750,2522260.9746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50040.00,13:54:00.00,GPS,0,4,4637947.9212,121208.6396,4362373.1019,2522260.9669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50045.00,13:54:05.00,GPS,0,4,4637948.2505,121208.6805,4362373.7179,2522261.6514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50050.00,13:54:10.00,GPS,0,4,4637947.9920,121208.1741,4362372.8657,2522261.0683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50055.00,13:54:15.00,GPS,0,4,4637947.2136,121208.1321,4362372.4928,2522260.4751,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50060.00,13:54:20.00,GPS,0,4,4637947.7381,121208.0861,4362373.3447,2522261.2635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50065.00,13:54:25.00,GPS,0,4,4637947.9137,121208.4562,4362373.0571,2522261.0304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50070.00,13:54:30.00,GPS,0,4,4637948.8095,121208.4881,4362374.0489,2522261.9348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50075.00,13:54:35.00,GPS,0,4,4637948.6810,121208.3136,4362373.5132,2522261.6780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50080.00,13:54:40.00,GPS,0,4,4637948.0452,121208.0982,4362372.9865,2522261.0875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50085.00,13:54:45.00,GPS,0,4,4637949.1148,121208.3003,4362373.5746,2522261.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50090.00,13:54:50.00,GPS,0,4,4637947.5137,121208.6134,4362372.4598,2522260.5330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50095.00,13:54:55.00,GPS,0,4,4637948.8238,121207.9841,4362372.9959,2522261.4479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50100.00,13:55:00.00,GPS,0,4,4637948.9280,121208.1789,4362373.2069,2522261.5873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50105.00,13:55:05.00,GPS,0,4,4637948.6273,121208.2366,4362372.9136,2522261.2015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50110.00,13:55:10.00,GPS,0,4,4637948.7597,121208.2922,4362373.3765,2522261.5689,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50115.00,13:55:15.00,GPS,0,4,4637948.3782,121208.0498,4362372.9544,2522261.2607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50120.00,13:55:20.00,GPS,0,4,4637948.7148,121208.2104,4362373.3153,2522261.3826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50125.00,13:55:25.00,GPS,0,4,4637949.3634,121207.9615,4362373.9378,2522262.1456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50130.00,13:55:30.00,GPS,0,4,4637948.3256,121207.6633,4362373.3264,2522261.2488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50135.00,13:55:35.00,GPS,0,4,4637949.0665,121207.8900,4362374.5260,2522262.2272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50140.00,13:55:40.00,GPS,0,4,4637948.1805,121208.0569,4362373.2477,2522261.3424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50145.00,13:55:45.00,GPS,0,4,4637947.9883,121208.0867,4362372.4769,2522260.8907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50150.00,13:55:50.00,GPS,0,4,4637948.2499,121208.1071,4362373.4164,2522261.3628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50155.00,13:55:55.00,GPS,0,4,4637947.6665,121208.4209,4362372.6634,2522260.7035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50160.00,13:56:00.00,GPS,0,4,4637948.1571,121208.3585,4362372.8480,2522261.1449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50165.00,13:56:05.00,GPS,0,4,4637947.9860,121208.1521,4362373.5204,2522261.3212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50170.00,13:56:10.00,GPS,0,4,4637947.4877,121208.0173,4362373.0455,2522260.7876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50175.00,13:56:15.00,GPS,0,4,4637947.2828,121208.4947,4362372.9534,2522260.5453,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50180.00,13:56:20.00,GPS,0,4,4637948.0519,121207.9119,4362372.7656,2522261.1078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50185.00,13:56:25.00,GPS,0,4,4637947.3699,121208.1394,4362372.4835,2522260.4555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50190.00,13:56:30.00,GPS,0,4,4637947.5639,121208.2164,4362372.8637,2522260.9619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50195.00,13:56:35.00,GPS,0,4,4637946.6472,121208.1693,4362371.1796,2522259.7399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50200.00,13:56:40.00,GPS,0,4,4637947.1238,121208.5626,4362372.2476,2522260.5026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50205.00,13:56:45.00,GPS,0,4,4637946.8913,121208.2673,4362372.1016,2522260.1922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50210.00,13:56:50.00,GPS,0,4,4637946.4685,121207.8386,4362371.9084,2522259.8762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50215.00,13:56:55.00,GPS,0,4,4637947.1328,121208.0265,4362371.8792,2522260.2148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50220.00,13:57:00.00,GPS,0,4,4637946.5712,121208.2183,4362371.6608,2522259.8542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50225.00,13:57:05.00,GPS,0,4,4637947.4391,121208.2248,4362373.0190,2522261.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50230.00,13:57:10.00,GPS,0,4,4637947.0976,121208.5903,4362372.4709,2522260.5051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50235.00,13:57:15.00,GPS,0,4,4637947.7766,121208.3293,4362373.3940,2522261.2610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50240.00,13:57:20.00,GPS,0,4,4637947.2199,121208.4311,4362372.6946,2522260.6167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50245.00,13:57:25.00,GPS,0,4,4637947.0553,121208.2720,4362372.0732,2522260.1841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50250.00,13:57:30.00,GPS,0,4,4637947.3494,121208.2896,4362371.9929,2522260.3032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50255.00,13:57:35.00,GPS,0,4,4637948.2419,121208.3979,4362373.3853,2522261.5244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50260.00,13:57:40.00,GPS,0,4,4637947.8528,121208.2046,4362372.4979,2522260.8491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50265.00,13:57:45.00,GPS,0,4,4637947.9190,121208.5615,4362372.9280,2522260.9883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50270.00,13:57:50.00,GPS,0,4,4637947.5846,121208.3101,4362372.2817,2522260.4829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50275.00,13:57:55.00,GPS,0,4,4637947.6454,121208.4689,4362373.0702,2522260.7220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50280.00,13:58:00.00,GPS,0,4,4637947.7026,121208.2158,4362373.1138,2522260.6704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50285.00,13:58:05.00,GPS,0,4,4637947.3380,121208.3519,4362371.2366,2522259.9436,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50290.00,13:58:10.00,GPS,0,4,4637947.3096,121208.1881,4362372.3935,2522260.3357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50295.00,13:58:15.00,GPS,0,4,4637947.6128,121208.2759,4362373.1106,2522260.7905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50300.00,13:58:20.00,GPS,0,4,4637948.4469,121208.1635,4362373.0864,2522261.2305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50305.00,13:58:25.00,GPS,0,4,4637948.8337,121208.3463,4362373.5307,2522261.6196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50310.00,13:58:30.00,GPS,0,4,4637947.9635,121208.0641,4362373.2328,2522261.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50315.00,13:58:35.00,GPS,0,4,4637947.9062,121208.1724,4362372.9772,2522260.9174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50320.00,13:58:40.00,GPS,0,4,4637948.3617,121208.0376,4362373.0992,2522261.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50325.00,13:58:45.00,GPS,0,4,4637948.3120,121208.4010,4362373.3816,2522261.2674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50330.00,13:58:50.00,GPS,0,4,4637948.1941,121208.6307,4362373.0692,2522260.7980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50335.00,13:58:55.00,GPS,0,4,4637947.7673,121208.1408,4362372.9445,2522260.7339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50340.00,13:59:00.00,GPS,0,4,4637948.1014,121208.3451,4362373.2769,2522260.9167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50345.00,13:59:05.00,GPS,0,4,4637947.5462,121208.4338,4362372.1710,2522260.0733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50350.00,13:59:10.00,GPS,0,4,4637947.1669,121208.2923,4362371.7124,2522259.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50355.00,13:59:15.00,GPS,0,4,4637948.0019,121208.3549,4362372.6339,2522260.7257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50360.00,13:59:20.00,GPS,0,4,4637947.8871,121208.2005,4362372.5867,2522260.7929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50365.00,13:59:25.00,GPS,0,4,4637947.4228,121208.2908,4362372.2827,2522260.3143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50370.00,13:59:30.00,GPS,0,4,4637946.8479,121208.2958,4362371.8746,2522259.7049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50375.00,13:59:35.00,GPS,0,4,4637947.5808,121208.4182,4362372.1333,2522260.1184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50380.00,13:59:40.00,GPS,0,4,4637947.3670,121208.0799,4362371.4122,2522259.8886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50385.00,13:59:45.00,GPS,0,4,4637947.5374,121208.3389,4362372.0052,2522260.0906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50390.00,13:59:50.00,GPS,0,4,4637947.9098,121207.8901,4362372.1116,2522260.4532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50395.00,13:59:55.00,GPS,0,4,4637947.4773,121208.3218,4362372.0933,2522259.9648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50400.00,14:00:00.00,GPS,0,4,4637947.7229,121208.3287,4362372.2519,2522260.2082,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50405.00,14:00:05.00,GPS,0,4,4637947.4221,121207.9984,4362372.0435,2522260.2073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50410.00,14:00:10.00,GPS,0,4,4637947.9954,121208.0572,4362372.8607,2522260.6929,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50415.00,14:00:15.00,GPS,0,4,4637948.0062,121207.7608,4362372.6184,2522260.6373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50420.00,14:00:20.00,GPS,0,4,4637948.1331,121207.8086,4362372.5623,2522260.6990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50425.00,14:00:25.00,GPS,0,4,4637947.7669,121207.8609,4362372.9410,2522260.6281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50430.00,14:00:30.00,GPS,0,4,4637947.6537,121207.7520,4362372.3417,2522260.4432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50435.00,14:00:35.00,GPS,0,4,4637947.9982,121207.9179,4362372.3529,2522260.7651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50440.00,14:00:40.00,GPS,0,4,4637948.2306,121207.9144,4362373.1180,2522261.0430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50445.00,14:00:45.00,GPS,0,4,4637948.2316,121207.7307,4362372.3366,2522260.6049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50450.00,14:00:50.00,GPS,0,4,4637947.9977,121207.8252,4362373.1790,2522261.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50455.00,14:00:55.00,GPS,0,4,4637948.0772,121207.6050,4362372.4718,2522260.7467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50460.00,14:01:00.00,GPS,0,4,4637948.1391,121207.6696,4362372.9927,2522260.9899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50465.00,14:01:05.00,GPS,0,4,4637947.4644,121208.1521,4362372.1973,2522260.2349,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50470.00,14:01:10.00,GPS,0,4,4637947.1087,121207.7038,4362372.5493,2522260.2972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50475.00,14:01:15.00,GPS,0,4,4637947.9905,121207.9608,4362373.3493,2522260.9694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50480.00,14:01:20.00,GPS,0,4,4637947.1831,121207.9760,4362372.8732,2522260.3823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50485.00,14:01:25.00,GPS,0,4,4637947.1877,121208.3536,4362372.6881,2522260.5353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50490.00,14:01:30.00,GPS,0,4,4637947.8207,121208.5021,4362373.3070,2522261.0474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50495.00,14:01:35.00,GPS,0,4,4637946.8732,121208.0332,4362372.4117,2522260.1121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50500.00,14:01:40.00,GPS,0,4,4637947.7024,121207.9869,4362372.5700,2522260.5932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50505.00,14:01:45.00,GPS,0,4,4637947.7076,121207.9119,4362373.2141,2522260.8343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50510.00,14:01:50.00,GPS,0,4,4637947.3450,121208.1853,4362372.3885,2522260.3054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50515.00,14:01:55.00,GPS,0,4,4637947.5179,121207.8257,4362372.3702,2522260.2962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50520.00,14:02:00.00,GPS,0,4,4637947.0513,121208.1059,4362372.6005,2522260.2177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50525.00,14:02:05.00,GPS,0,4,4637948.1657,121207.9871,4362372.3708,2522260.7835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50530.00,14:02:10.00,GPS,0,4,4637948.0732,121207.7781,4362373.1262,2522260.8519,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50535.00,14:02:15.00,GPS,0,4,4637947.6358,121208.0332,4362372.3248,2522260.2824,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50540.00,14:02:20.00,GPS,0,4,4637947.3516,121208.1283,4362372.4829,2522260.2178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50545.00,14:02:25.00,GPS,0,4,4637947.8749,121207.9667,4362371.7865,2522260.0859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50550.00,14:02:30.00,GPS,0,4,4637946.6801,121207.9065,4362372.2072,2522259.8523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50555.00,14:02:35.00,GPS,0,4,4637947.1248,121208.1083,4362371.9477,2522259.9614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50560.00,14:02:40.00,GPS,0,4,4637948.1227,121208.5325,4362373.0605,2522260.7799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50565.00,14:02:45.00,GPS,0,4,4637947.8134,121207.9452,4362372.3910,2522260.6036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50570.00,14:02:50.00,GPS,0,4,4637948.1703,121208.2186,4362373.0909,2522260.9890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50575.00,14:02:55.00,GPS,0,4,4637947.9672,121208.0805,4362372.8024,2522260.6989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50580.00,14:03:00.00,GPS,0,4,4637947.6062,121208.1729,4362372.2140,2522260.2576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50585.00,14:03:05.00,GPS,0,4,4637946.9969,121208.5865,4362372.1915,2522259.9618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50590.00,14:03:10.00,GPS,0,4,4637947.4367,121207.9335,4362372.2123,2522259.7404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50595.00,14:03:15.00,GPS,0,4,4637946.8695,121208.2895,4362371.6136,2522259.4302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50600.00,14:03:20.00,GPS,0,4,4637947.8619,121207.9861,4362372.3053,2522260.1116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50605.00,14:03:25.00,GPS,0,4,4637947.7369,121207.8049,4362372.0589,2522260.1018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50610.00,14:03:30.00,GPS,0,4,4637948.1512,121208.1331,4362372.2913,2522260.3928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50615.00,14:03:35.00,GPS,0,4,4637948.0592,121207.7482,4362372.0657,2522260.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50620.00,14:03:40.00,GPS,0,4,4637947.4075,121207.9912,4362371.7360,2522259.6209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50625.00,14:03:45.00,GPS,0,4,4637947.9227,121208.0201,4362372.5731,2522260.3284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50630.00,14:03:50.00,GPS,0,4,4637948.1630,121208.1227,4362372.3522,2522260.2285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50635.00,14:03:55.00,GPS,0,4,4637948.0800,121207.8264,4362372.1291,2522260.1427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50640.00,14:04:00.00,GPS,0,4,4637948.2818,121207.8468,4362372.3092,2522260.3293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50645.00,14:04:05.00,GPS,0,4,4637948.0186,121207.6736,4362372.8364,2522260.3265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50650.00,14:04:10.00,GPS,0,4,4637947.6892,121207.5397,4362371.4021,2522259.7927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50655.00,14:04:15.00,GPS,0,4,4637948.0911,121208.1014,4362372.7515,2522260.4359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50660.00,14:04:20.00,GPS,0,4,4637948.3268,121208.2679,4362373.3496,2522260.9593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50665.00,14:04:25.00,GPS,0,4,4637947.8994,121208.0508,4362372.8114,2522260.4499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50670.00,14:04:30.00,GPS,0,4,4637948.4576,121208.1152,4362372.8663,2522260.8170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50675.00,14:04:35.00,GPS,0,4,4637948.2023,121208.0250,4362372.8696,2522260.7966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,50680.00,14:04:40.00,GPS,0,4,4637947.5432,121207.4343,4362371.7829,2522259.7560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
