used,year,doy,sod,time,ref_clock,n_isb,n_unknowns,x_m,y_m,z_m,clock_m,gps_isb_m,gal_isb_m,glo_isb_m,geo_isb_m,bds_isb_m,qzss_isb_m,irnss_isb_m
1,2015,006,18665.00,05:11:05.00,GPS,0,4,4637949.4313,121206.9366,4362374.2665,2522267.7507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18670.00,05:11:10.00,GPS,0,4,4637948.7579,121207.1335,4362374.2824,2522267.2869,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18675.00,05:11:15.00,GPS,0,4,4637949.3548,121207.0381,4362374.6044,2522267.7172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18680.00,05:11:20.00,GPS,0,4,4637948.9379,121206.9507,4362374.6337,2522267.4913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18685.00,05:11:25.00,GPS,0,4,4637949.7018,121207.1489,4362373.6793,2522267.4365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18690.00,05:11:30.00,GPS,0,4,4637950.0699,121207.1203,4362374.7284,2522268.1197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18695.00,05:11:35.00,GPS,0,4,4637949.6035,121207.5819,4362375.1088,2522268.0509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18700.00,05:11:40.00,GPS,0,4,4637949.5796,121207.4875,4362375.0477,2522268.1764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18705.00,05:11:45.00,GPS,0,4,4637949.7502,121207.2548,4362374.3961,2522267.6914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18710.00,05:11:50.00,GPS,0,4,4637950.1146,121207.3613,4362375.5413,2522268.4051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18715.00,05:11:55.00,GPS,0,4,4637949.5905,121207.2667,4362375.4154,2522268.1998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18720.00,05:12:00.00,GPS,0,4,4637949.7633,121207.5649,4362374.6518,2522267.7968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18725.00,05:12:05.00,GPS,0,4,4637948.7917,121207.6549,4362374.5530,2522267.3628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18730.00,05:12:10.00,GPS,0,4,4637949.5153,121207.4970,4362374.2440,2522267.4754,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18735.00,05:12:15.00,GPS,0,4,4637948.9568,121207.0708,4362373.8562,2522266.9953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18740.00,05:12:20.00,GPS,0,4,4637948.7003,121207.1686,4362373.9224,2522266.6370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18745.00,05:12:25.00,GPS,0,4,4637948.7334,121207.7283,4362374.4453,2522267.1225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18750.00,05:12:30.00,GPS,0,4,4637949.1396,121207.4073,4362373.8716,2522267.1889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18755.00,05:12:35.00,GPS,0,4,4637949.6751,121207.1077,4362374.3506,2522267.3772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18760.00,05:12:40.00,GPS,0,4,4637950.5560,121207.2418,4362374.8795,2522268.1761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18765.00,05:12:45.00,GPS,0,4,4637950.6611,121207.2703,4362375.2756,2522268.5372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18770.00,05:12:50.00,GPS,0,4,4637949.7253,121207.2998,4362374.7283,2522267.9025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18775.00,05:12:55.00,GPS,0,4,4637950.0145,121207.6024,4362375.1830,2522268.2767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18780.00,05:13:00.00,GPS,0,4,4637949.4023,121206.8023,4362375.6764,2522268.1364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18785.00,05:13:05.00,GPS,0,4,4637950.5220,121207.3883,4362375.7584,2522268.6383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18790.00,05:13:10.00,GPS,0,4,4637949.9170,121207.0814,4362374.6485,2522268.0602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18795.00,05:13:15.00,GPS,0,4,4637949.9890,121206.8040,4362375.3096,2522268.1659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18800.00,05:13:20.00,GPS,0,4,4637949.1352,121207.3110,4362374.4296,2522267.2637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18805.00,05:13:25.00,GPS,0,4,4637949.7185,121206.5795,4362374.3801,2522267.7170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18810.00,05:13:30.00,GPS,0,4,4637950.1463,121207.0907,4362374.8660,2522267.9503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18815.00,05:13:35.00,GPS,0,4,4637948.8059,121207.0893,4362374.4594,2522267.1850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18820.00,05:13:40.00,GPS,0,4,4637949.9106,121207.1052,4362375.3713,2522268.3587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18825.00,05:13:45.00,GPS,0,4,4637949.7824,121206.8637,4362374.9012,2522267.9887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18830.00,05:13:50.00,GPS,0,4,4637950.4411,121207.1695,4362375.4633,2522268.5487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18835.00,05:13:55.00,GPS,0,4,4637949.6679,121207.3074,4362374.8558,2522267.7473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18840.00,05:14:00.00,GPS,0,4,4637949.0802,121207.1600,4362374.8299,2522267.8219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18845.00,05:14:05.00,GPS,0,4,4637949.4339,121207.0703,4362373.9244,2522267.3240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18850.00,05:14:10.00,GPS,0,4,4637948.4903,121207.1420,4362373.7521,2522266.9122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18855.00,05:14:15.00,GPS,0,4,4637948.5324,121207.2506,4362373.9955,2522267.1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18860.00,05:14:20.00,GPS,0,4,4637950.3203,121207.2408,4362375.6225,2522268.4448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18865.00,05:14:25.00,GPS,0,4,4637949.5296,121206.9919,4362374.8382,2522267.6353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18870.00,05:14:30.00,GPS,0,4,4637949.8848,121207.0558,4362375.1386,2522268.1544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18875.00,05:14:35.00,GPS,0,4,4637949.9771,121206.9863,4362375.0617,2522268.1044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18880.00,05:14:40.00,GPS,0,4,4637950.4744,121206.9008,4362376.2456,2522268.9942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18885.00,05:14:45.00,GPS,0,4,4637949.8282,121207.3431,4362375.5256,2522268.3628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18890.00,05:14:50.00,GPS,0,4,4637949.3760,121207.3026,4362374.6337,2522267.5313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18895.00,05:14:55.00,GPS,0,4,4637948.9996,121207.3847,4362374.4921,2522267.1873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18900.00,05:15:00.00,GPS,0,4,4637949.4871,121207.1107,4362375.8749,2522268.1996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18905.00,05:15:05.00,GPS,0,4,4637950.3266,121207.2098,4362374.8589,2522268.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18910.00,05:15:10.00,GPS,0,4,4637949.4560,121206.9780,4362373.1903,2522266.9538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18915.00,05:15:15.00,GPS,0,4,4637948.8073,121207.6372,4362373.7500,2522266.7797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18920.00,05:15:20.00,GPS,0,4,4637950.3763,121206.9432,4362376.0566,2522268.5981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18925.00,05:15:25.00,GPS,0,4,4637950.6213,121207.1837,4362375.2438,2522268.3381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18930.00,05:15:30.00,GPS,0,4,4637950.5126,121207.0168,4362375.7633,2522268.5935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18935.00,05:15:35.00,GPS,0,4,4637950.1990,121207.0575,4362374.4282,2522267.6646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18940.00,05:15:40.00,GPS,0,4,4637950.1136,121207.0114,4362375.2089,2522268.0825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18945.00,05:15:45.00,GPS,0,4,4637950.4244,121206.7707,4362375.1555,2522268.2610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18950.00,05:15:50.00,GPS,0,4,4637949.9497,121206.9104,4362374.9361,2522267.8267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18955.00,05:15:55.00,GPS,0,4,4637950.3378,121206.6582,4362375.1633,2522268.3574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18960.00,05:16:00.00,GPS,0,4,4637950.8307,121206.7767,4362375.7283,2522268.9240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18965.00,05:16:05.00,GPS,0,4,4637949.7164,121206.8380,4362374.3197,2522267.6767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18970.00,05:16:10.00,GPS,0,4,4637950.0783,121207.1239,4362374.6594,2522267.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18975.00,05:16:15.00,GPS,0,4,4637950.3619,121206.8643,4362375.1205,2522268.2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18980.00,05:16:20.00,GPS,0,4,4637950.1327,121206.8144,4362375.1327,2522268.3381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18985.00,05:16:25.00,GPS,0,4,4637949.3595,121206.8873,4362374.3579,2522267.3743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18990.00,05:16:30.00,GPS,0,4,4637950.4931,121207.0576,4362375.0513,2522268.3779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,18995.00,05:16:35.00,GPS,0,4,4637950.0585,121207.1199,4362374.7891,2522268.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19000.00,05:16:40.00,GPS,0,4,4637949.3969,121207.2220,4362374.3922,2522267.5535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19005.00,05:16:45.00,GPS,0,4,4637949.0949,121207.1064,4362374.1616,2522267.2908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19010.00,05:16:50.00,GPS,0,4,4637948.8586,121207.0953,4362374.3855,2522267.3533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19015.00,05:16:55.00,GPS,0,4,4637949.6145,121207.2938,4362374.5986,2522267.7608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19020.00,05:17:00.00,GPS,0,4,4637949.4369,121207.4321,4362375.1520,2522267.8895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19025.00,05:17:05.00,GPS,0,4,4637949.1334,121207.0809,4362373.6744,2522267.0687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19030.00,05:17:10.00,GPS,0,4,4637949.7402,121207.4248,4362373.5855,2522267.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19035.00,05:17:15.00,GPS,0,4,4637949.4273,121207.1930,4362374.1402,2522267.5332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19040.00,05:17:20.00,GPS,0,4,4637949.6418,121207.4236,4362374.4981,2522267.5277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19045.00,05:17:25.00,GPS,0,4,4637949.6731,121206.9344,4362374.2474,2522267.5548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19050.00,05:17:30.00,GPS,0,4,4637949.8628,121207.1511,4362374.2383,2522267.4832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19055.00,05:17:35.00,GPS,0,4,4637950.2960,121207.4478,4362375.0686,2522268.1851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19060.00,05:17:40.00,GPS,0,4,4637949.3174,121207.0771,4362373.5138,2522267.0425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19065.00,05:17:45.00,GPS,0,4,4637950.7467,121207.1568,4362375.5875,2522268.5181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19070.00,05:17:50.00,GPS,0,4,4637950.1290,121207.2396,4362375.2371,2522267.8949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19075.00,05:17:55.00,GPS,0,4,4637949.7926,121207.1579,4362374.9134,2522267.5429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19080.00,05:18:00.00,GPS,0,4,4637950.7381,121206.8709,4362374.5826,2522268.0389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19085.00,05:18:05.00,GPS,0,4,4637950.5316,121206.7581,4362375.0604,2522268.0686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19090.00,05:18:10.00,GPS,0,4,4637949.6283,121207.3199,4362374.5302,2522267.3154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19095.00,05:18:15.00,GPS,0,4,4637950.5532,121206.9806,4362374.6245,2522267.6812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19100.00,05:18:20.00,GPS,0,4,4637949.3490,121207.2942,4362374.2834,2522266.9802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19105.00,05:18:25.00,GPS,0,4,4637950.3646,121207.1815,4362375.5727,2522268.4144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19110.00,05:18:30.00,GPS,0,4,4637950.2271,121206.9465,4362374.2796,2522267.7131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19115.00,05:18:35.00,GPS,0,4,4637950.1124,121207.4121,4362374.9314,2522267.9784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19120.00,05:18:40.00,GPS,0,4,4637950.4230,121207.1402,4362375.5101,2522268.3165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19125.00,05:18:45.00,GPS,0,4,4637949.1470,121206.9838,4362374.0478,2522267.2127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19130.00,05:18:50.00,GPS,0,4,4637950.7873,121207.0879,4362374.8999,2522268.2088,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19135.00,05:18:55.00,GPS,0,4,4637949.6790,121207.6086,4362374.6314,2522267.6286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19140.00,05:19:00.00,GPS,0,4,4637949.5891,121207.1891,4362374.4146,2522267.3499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19145.00,05:19:05.00,GPS,0,4,4637950.3175,121207.6029,4362375.5081,2522268.4790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19150.00,05:19:10.00,GPS,0,4,4637949.4180,121206.9983,4362374.1898,2522267.2401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19155.00,05:19:15.00,GPS,0,4,4637950.2860,121207.1513,4362376.1671,2522268.9314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19160.00,05:19:20.00,GPS,0,4,4637950.8728,121207.2685,4362377.6424,2522269.8125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19165.00,05:19:25.00,GPS,0,4,4637950.1081,121207.2230,4362374.6073,2522267.6638,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19170.00,05:19:30.00,GPS,0,4,4637950.3300,121207.4636,4362374.4631,2522267.9282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19175.00,05:19:35.00,GPS,0,4,4637949.3475,121207.2590,4362374.1116,2522267.4282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19180.00,05:19:40.00,GPS,0,4,4637950.1425,121207.1598,4362375.5791,2522268.4138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19185.00,05:19:45.00,GPS,0,4,4637949.4827,121207.5656,4362375.0510,2522268.1304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19190.00,05:19:50.00,GPS,0,4,4637949.7752,121207.2167,4362375.4311,2522268.2264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19195.00,05:19:55.00,GPS,0,4,4637949.8375,121206.9575,4362374.4604,2522267.6423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19200.00,05:20:00.00,GPS,0,4,4637948.2702,121207.2408,4362373.5101,2522266.7169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19205.00,05:20:05.00,GPS,0,4,4637949.8294,121207.4759,4362375.2743,2522268.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19210.00,05:20:10.00,GPS,0,4,4637950.2794,121207.1973,4362375.3797,2522268.2842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19215.00,05:20:15.00,GPS,0,4,4637949.3038,121207.2237,4362374.3724,2522267.3926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19220.00,05:20:20.00,GPS,0,4,4637950.4446,121207.6658,4362375.9495,2522268.8036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19225.00,05:20:25.00,GPS,0,4,4637950.3657,121208.0774,4362376.6690,2522269.0037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19230.00,05:20:30.00,GPS,0,4,4637950.4964,121207.1425,4362375.3653,2522268.5579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19235.00,05:20:35.00,GPS,0,4,4637950.4657,121206.6807,4362375.8909,2522268.9177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19240.00,05:20:40.00,GPS,0,4,4637950.0649,121206.7043,4362375.3937,2522268.4735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19245.00,05:20:45.00,GPS,0,4,4637950.6298,121207.0554,4362376.0974,2522269.0144,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19250.00,05:20:50.00,GPS,0,4,4637949.6332,121207.2353,4362374.9609,2522267.5917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19255.00,05:20:55.00,GPS,0,4,4637950.1090,121207.3515,4362375.1660,2522268.3505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19260.00,05:21:00.00,GPS,0,4,4637950.1013,121207.2591,4362375.9410,2522268.6425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19265.00,05:21:05.00,GPS,0,4,4637950.8428,121206.7885,4362375.5787,2522268.6878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19270.00,05:21:10.00,GPS,0,4,4637950.3513,121207.1165,4362375.6997,2522268.5957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19275.00,05:21:15.00,GPS,0,4,4637950.4275,121207.0844,4362375.5973,2522268.4346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19280.00,05:21:20.00,GPS,0,4,4637949.8060,121206.2560,4362374.4409,2522267.5625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19285.00,05:21:25.00,GPS,0,4,4637950.3260,121207.1904,4362375.6343,2522268.4160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19290.00,05:21:30.00,GPS,0,4,4637950.0966,121207.5686,4362375.0305,2522268.2046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19295.00,05:21:35.00,GPS,0,4,4637950.3018,121207.0763,4362376.1783,2522268.7041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19300.00,05:21:40.00,GPS,0,4,4637949.8828,121207.2832,4362374.7042,2522267.9022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19305.00,05:21:45.00,GPS,0,4,4637950.4175,121207.4036,4362376.1528,2522268.8803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19310.00,05:21:50.00,GPS,0,4,4637951.1873,121207.1254,4362376.3276,2522269.3644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19315.00,05:21:55.00,GPS,0,4,4637949.6764,121207.2245,4362375.1376,2522267.8438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19320.00,05:22:00.00,GPS,0,4,4637949.9449,121207.1134,4362376.3625,2522268.8437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19325.00,05:22:05.00,GPS,0,4,4637950.0412,121206.9701,4362376.1089,2522268.5552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19330.00,05:22:10.00,GPS,0,4,4637949.7533,121206.8527,4362375.4591,2522268.3299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19335.00,05:22:15.00,GPS,0,4,4637949.4083,121207.2007,4362375.1074,2522267.7618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19340.00,05:22:20.00,GPS,0,4,4637950.1605,121207.5172,4362376.3321,2522268.7952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19345.00,05:22:25.00,GPS,0,4,4637949.6863,121207.3542,4362375.4018,2522268.1427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19350.00,05:22:30.00,GPS,0,4,4637948.9578,121207.2767,4362374.9790,2522267.4512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19355.00,05:22:35.00,GPS,0,4,4637949.8591,121207.1221,4362375.5147,2522268.3122,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19360.00,05:22:40.00,GPS,0,4,4637949.3303,121207.7542,4362375.5678,2522268.3435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19365.00,05:22:45.00,GPS,0,4,4637950.2763,121207.5878,4362375.5245,2522268.4882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19370.00,05:22:50.00,GPS,0,4,4637949.5104,121207.0212,4362375.8042,2522268.4992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19375.00,05:22:55.00,GPS,0,4,4637948.7060,121207.2299,4362374.0268,2522266.8345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19380.00,05:23:00.00,GPS,0,4,4637949.2866,121207.5898,4362375.1849,2522267.7570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19385.00,05:23:05.00,GPS,0,4,4637948.2045,121207.5553,4362373.5448,2522266.7501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19390.00,05:23:10.00,GPS,0,4,4637950.1680,121206.9702,4362376.4351,2522269.1734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19395.00,05:23:15.00,GPS,0,4,4637950.0927,121207.2529,4362375.1490,2522268.2118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19400.00,05:23:20.00,GPS,0,4,4637950.3594,121207.6170,4362375.4436,2522268.5212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19405.00,05:23:25.00,GPS,0,4,4637950.4293,121207.4295,4362375.8687,2522268.7284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19410.00,05:23:30.00,GPS,0,4,4637950.0026,121207.2431,4362375.6559,2522268.1359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19415.00,05:23:35.00,GPS,0,4,4637950.1525,121207.1662,4362375.8546,2522268.6091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19420.00,05:23:40.00,GPS,0,4,4637949.9407,121207.2656,4362375.2250,2522268.2948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19425.00,05:23:45.00,GPS,0,4,4637950.2587,121207.7323,4362375.6743,2522268.5625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,2015,006,19430.00,05:23:50.00,GPS,0,4,4637950.2871,121207.2646,4362374.4892,2522267.9439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
